Unnamed: 0;lat;long;bm_dens;bm_size;bm_dead
5321;56.94918233;8.943549;0;0;0
5322;56.94917336;8.943549;0;0;0
5323;56.94916438;8.943549;0;0;0
5324;56.94915541;8.943549;0;0;0
5325;56.94914643;8.943549;0;0;0
5326;56.94913745;8.943549;0;0;0
5327;56.94912848;8.943549;0;0;0
5328;56.9491195;8.943549;0;0;0
5329;56.94911053;8.943549;0;0;0
5330;56.94910155;8.943549;0;0;0
5331;56.94909258;8.943549;0;0;0
5332;56.9490836;8.943549;0;0;0
5333;56.94907462;8.943549;0;0;0
5334;56.94906565;8.943549;0;0;0
5335;56.94905667;8.943549;0;0;0
5336;56.9490477;8.943549;0;0;0
5337;56.94903872;8.943549;0;0;0
5338;56.94902975;8.943549;0;0;0
5339;56.94902077;8.943549;0;0;0
5340;56.9490118;8.943549;0;0;0
5341;56.94900282;8.943549;0;0;0
5342;56.94899384;8.943549;0;0;0
5343;56.94898487;8.943549;0;0;0
5344;56.94897589;8.943549;0;0;0
5345;56.94896692;8.943549;0;0;0
5346;56.94895794;8.943549;0;0;0
5347;56.94894897;8.943549;0;0;0
5348;56.94893999;8.943549;0;0;0
5349;56.94893101;8.943549;0;0;0
5350;56.94892204;8.943549;0;0;0
5351;56.94891306;8.943549;0;0;0
5352;56.94890409;8.943549;0;0;0
5353;56.94889511;8.943549;0;0;0
5354;56.94888614;8.943549;0;0;0
5355;56.94887716;8.943549;0;0;0
5356;56.94886818;8.943549;0;0;0
5357;56.94885921;8.943549;0;0;0
5358;56.94885023;8.943549;0;0;0
5359;56.94884126;8.943549;0;0;0
5360;56.94883228;8.943549;0;0;0
5361;56.94882331;8.943549;0;0;0
5362;56.94881433;8.943549;0;0;0
5363;56.94880535;8.943549;0;0;0
5364;56.94879638;8.943549;0;0;0
5365;56.9487874;8.943549;0;0;0
5366;56.94877843;8.943549;0;0;0
5367;56.94876945;8.943549;0;0;0
5368;56.94876048;8.943549;0;0;0
5369;56.9487515;8.943549;0;0;0
5370;56.94874252;8.943549;0;0;0
