,lat,lon,bm_dens,bm_size,bm_dead
1397,56.98440296,8.943549,0,0,0
1398,56.98439398,8.943549,0,0,0
1399,56.984385,8.943549,0,0,0
1400,56.98437603,8.943549,0,0,0
1401,56.98436705,8.943549,0,0,0
1402,56.98435808,8.943549,0,0,0
1403,56.9843491,8.943549,0,0,0
1404,56.98434013,8.943549,0,0,0
1405,56.98433115,8.943549,0,0,0
1406,56.98432217,8.943549,0,0,0
1407,56.9843132,8.943549,0,0,0
1408,56.98430422,8.943549,0,0,0
1409,56.98429525,8.943549,0,0,0
1410,56.98428627,8.943549,0,0,0
1411,56.9842773,8.943549,0,0,0
1412,56.98426832,8.943549,0,0,0
1413,56.98425934,8.943549,0,0,0
1414,56.98425037,8.943549,0,0,0
1415,56.98424139,8.943549,0,0,0
1416,56.98423242,8.943549,0,0,0
1417,56.98422344,8.943549,0,0,0
1418,56.98421447,8.943549,0,0,0
1419,56.98420549,8.943549,0,0,0
1420,56.98419651,8.943549,0,0,0
1421,56.98418754,8.943549,0,0,0
1422,56.98417856,8.943549,0,0,0
1423,56.98416959,8.943549,0,0,0
1424,56.98416061,8.943549,0,0,0
1425,56.98415164,8.943549,0,0,0
1426,56.98414266,8.943549,0,0,0
1427,56.98413368,8.943549,0,0,0
1428,56.98412471,8.943549,0,0,0
1429,56.98411573,8.943549,0,0,0
1430,56.98410676,8.943549,0,0,0
1431,56.98409778,8.943549,0,0,0
1432,56.98408881,8.943549,0,0,0
1433,56.98407983,8.943549,0,0,0
1434,56.98407086,8.943549,0,0,0
1435,56.98406188,8.943549,0,0,0
1436,56.9840529,8.943549,0,0,0
1437,56.98404393,8.943549,0,0,0
1438,56.98403495,8.943549,0,0,0
1439,56.98402598,8.943549,0,0,0
1440,56.984017,8.943549,0,0,0
1441,56.98400803,8.943549,0,0,0
1442,56.98399905,8.943549,0,0,0
1443,56.98399007,8.943549,0,0,0
1444,56.9839811,8.943549,0,0,0
1445,56.98397212,8.943549,0,0,0
1446,56.98396315,8.943549,0,0,0
1447,56.98395417,8.943549,0,0,0
1448,56.9839452,8.943549,0,0,0
1449,56.98393622,8.943549,0,0,0
1450,56.98392724,8.943549,0,0,0
1451,56.98391827,8.943549,0,0,0
1452,56.98390929,8.943549,0,0,0
1453,56.98390032,8.943549,0,0,0
1454,56.98389134,8.943549,0,0,0
1455,56.98388237,8.943549,0,0,0
1456,56.98387339,8.943549,0,0,0
1457,56.98386441,8.943549,0,0,0
1458,56.98385544,8.943549,0,0,0
1459,56.98384646,8.943549,0,0,0
1460,56.98383749,8.943549,0,0,0
1461,56.98382851,8.943549,0,0,0
1462,56.98381954,8.943549,0,0,0
1463,56.98381056,8.943549,0,0,0
1464,56.98380158,8.943549,0,0,0
1465,56.98379261,8.943549,0,0,0
1466,56.98378363,8.943549,0,0,0
1467,56.98377466,8.943549,0,0,0
1468,56.98376568,8.943549,0,0,0
1469,56.98375671,8.943549,0,0,0
1470,56.98374773,8.943549,0,0,0
1471,56.98373875,8.943549,0,0,0
1472,56.98372978,8.943549,0,0,0
1473,56.9837208,8.943549,0,0,0
1474,56.98371183,8.943549,0,0,0
1475,56.98370285,8.943549,0,0,0
1476,56.98369388,8.943549,0,0,0
1477,56.9836849,8.943549,0,0,0
1478,56.98367592,8.943549,0,0,0
1479,56.98366695,8.943549,0,0,0
1480,56.98365797,8.943549,0,0,0
1481,56.983649,8.943549,0,0,0
1482,56.98364002,8.943549,0,0,0
1483,56.98363105,8.943549,0,0,0
1484,56.98362207,8.943549,0,0,0
1485,56.98361309,8.943549,0,0,0
1486,56.98360412,8.943549,0,0,0
1487,56.98359514,8.943549,0,0,0
1488,56.98358617,8.943549,0,0,0
1489,56.98357719,8.943549,0,0,0
1490,56.98356822,8.943549,0,0,0
1491,56.98355924,8.943549,0,0,0
1492,56.98355026,8.943549,0,0,0
1493,56.98354129,8.943549,0,0,0
1494,56.98353231,8.943549,0,0,0
1495,56.98352334,8.943549,0,0,0
1496,56.98351436,8.943549,0,0,0
1497,56.98350539,8.943549,0,0,0
1498,56.98349641,8.943549,0,0,0
1499,56.98348743,8.943549,0,0,0
1500,56.98347846,8.943549,0,0,0
1501,56.98346948,8.943549,0,0,0
1502,56.98346051,8.943549,0,0,0
1503,56.98345153,8.943549,0,0,0
1504,56.98344256,8.943549,0,0,0
1505,56.98343358,8.943549,0,0,0
1506,56.98342461,8.943549,0,0,0
1507,56.98341563,8.943549,0,0,0
1508,56.98340665,8.943549,0,0,0
1509,56.98339768,8.943549,0,0,0
1510,56.9833887,8.943549,0,0,0
1511,56.98337973,8.943549,0,0,0
1512,56.98337075,8.943549,0,0,0
1513,56.98336178,8.943549,0,0,0
1514,56.9833528,8.943549,0,0,0
1515,56.98334382,8.943549,0,0,0
1516,56.98333485,8.943549,0,0,0
1517,56.98332587,8.943549,0,0,0
1518,56.9833169,8.943549,0,0,0
1519,56.98330792,8.943549,0,0,0
1520,56.98329895,8.943549,0,0,0
1521,56.98328997,8.943549,0,0,0
1522,56.98328099,8.943549,0,0,0
1523,56.98327202,8.943549,0,0,0
1524,56.98326304,8.943549,0,0,0
1525,56.98325407,8.943549,0,0,0
1526,56.98324509,8.943549,0,0,0
1527,56.98323612,8.943549,0,0,0
1528,56.98322714,8.943549,0,0,0
1529,56.98321816,8.943549,0,0,0
1530,56.98320919,8.943549,0,0,0
1531,56.98320021,8.943549,0,0,0
1532,56.98319124,8.943549,0,0,0
1533,56.98318226,8.943549,0,0,0
1534,56.98317329,8.943549,0,0,0
1535,56.98316431,8.943549,0,0,0
1536,56.98315533,8.943549,0,0,0
1537,56.98314636,8.943549,0,0,0
1538,56.98313738,8.943549,0,0,0
1539,56.98312841,8.943549,0,0,0
1540,56.98311943,8.943549,0,0,0
1541,56.98311046,8.943549,0,0,0
1542,56.98310148,8.943549,0,0,0
1543,56.9830925,8.943549,0,0,0
1544,56.98308353,8.943549,0,0,0
1545,56.98307455,8.943549,0,0,0
1546,56.98306558,8.943549,0,0,0
1547,56.9830566,8.943549,0,0,0
1548,56.98304763,8.943549,0,0,0
1549,56.98303865,8.943549,0,0,0
1550,56.98302967,8.943549,0,0,0
1551,56.9830207,8.943549,0,0,0
1552,56.98301172,8.943549,0,0,0
1553,56.98300275,8.943549,0,0,0
1554,56.98299377,8.943549,0,0,0
1555,56.9829848,8.943549,0,0,0
1556,56.98297582,8.943549,0,0,0
1557,56.98296684,8.943549,0,0,0
1558,56.98295787,8.943549,0,0,0
1559,56.98294889,8.943549,0,0,0
1560,56.98293992,8.943549,0,0,0
1561,56.98293094,8.943549,0,0,0
1562,56.98292197,8.943549,0,0,0
1563,56.98291299,8.943549,0,0,0
1564,56.98290401,8.943549,0,0,0
1565,56.98289504,8.943549,0,0,0
1566,56.98288606,8.943549,0,0,0
1567,56.98287709,8.943549,0,0,0
1568,56.98286811,8.943549,0,0,0
1569,56.98285914,8.943549,0,0,0
1570,56.98285016,8.943549,0,0,0
1571,56.98284119,8.943549,0,0,0
1572,56.98283221,8.943549,0,0,0
1573,56.98282323,8.943549,0,0,0
1574,56.98281426,8.943549,0,0,0
1575,56.98280528,8.943549,0,0,0
1576,56.98279631,8.943549,0,0,0
1577,56.98278733,8.943549,0,0,0
1578,56.98277836,8.943549,0,0,0
1579,56.98276938,8.943549,0,0,0
1580,56.9827604,8.943549,0,0,0
1581,56.98275143,8.943549,0,0,0
1582,56.98274245,8.943549,0,0,0
1583,56.98273348,8.943549,0,0,0
1584,56.9827245,8.943549,0,0,0
1585,56.98271553,8.943549,0,0,0
1586,56.98270655,8.943549,0,0,0
1587,56.98269757,8.943549,0,0,0
1588,56.9826886,8.943549,0,0,0
1589,56.98267962,8.943549,0,0,0
1590,56.98267065,8.943549,0,0,0
1591,56.98266167,8.943549,0,0,0
1592,56.9826527,8.943549,0,0,0
1593,56.98264372,8.943549,0,0,0
1594,56.98263474,8.943549,0,0,0
1595,56.98262577,8.943549,0,0,0
1596,56.98261679,8.943549,0,0,0
1597,56.98260782,8.943549,0,0,0
1598,56.98259884,8.943549,0,0,0
1599,56.98258987,8.943549,0,0,0
1600,56.98258089,8.943549,0,0,0
1601,56.98257191,8.943549,0,0,0
1602,56.98256294,8.943549,0,0,0
1603,56.98255396,8.943549,0,0,0
1604,56.98254499,8.943549,0,0,0
1605,56.98253601,8.943549,0,0,0
1606,56.98252704,8.943549,0,0,0
1607,56.98251806,8.943549,0,0,0
1608,56.98250908,8.943549,0,0,0
1609,56.98250011,8.943549,0,0,0
1610,56.98249113,8.943549,0,0,0
1611,56.98248216,8.943549,0,0,0
1612,56.98247318,8.943549,0,0,0
1613,56.98246421,8.943549,0,0,0
1614,56.98245523,8.943549,0,0,0
1615,56.98244625,8.943549,0,0,0
1616,56.98243728,8.943549,0,0,0
1617,56.9824283,8.943549,0,0,0
1618,56.98241933,8.943549,0,0,0
1619,56.98241035,8.943549,0,0,0
1620,56.98240138,8.943549,0,0,0
1621,56.9823924,8.943549,0,0,0
1622,56.98238342,8.943549,0,0,0
1623,56.98237445,8.943549,0,0,0
1624,56.98236547,8.943549,0,0,0
1625,56.9823565,8.943549,0,0,0
1626,56.98234752,8.943549,0,0,0
1627,56.98233855,8.943549,0,0,0
1628,56.98232957,8.943549,0,0,0
1629,56.98232059,8.943549,0,0,0
1630,56.98231162,8.943549,0,0,0
1631,56.98230264,8.943549,0,0,0
1632,56.98229367,8.943549,0,0,0
1633,56.98228469,8.943549,0,0,0
1634,56.98227572,8.943549,0,0,0
1635,56.98226674,8.943549,0,0,0
1636,56.98225776,8.943549,0,0,0
1637,56.98224879,8.943549,0,0,0
1638,56.98223981,8.943549,0,0,0
1639,56.98223084,8.943549,0,0,0
1640,56.98222186,8.943549,0,0,0
1641,56.98221289,8.943549,0,0,0
1642,56.98220391,8.943549,0,0,0
1643,56.98219494,8.943549,0,0,0
1644,56.98218596,8.943549,0,0,0
1645,56.98217698,8.943549,0,0,0
1646,56.98216801,8.943549,0,0,0
1647,56.98215903,8.943549,0,0,0
1648,56.98215006,8.943549,0,0,0
1649,56.98214108,8.943549,0,0,0
1650,56.98213211,8.943549,0,0,0
1651,56.98212313,8.943549,0,0,0
1652,56.98211415,8.943549,0,0,0
1653,56.98210518,8.943549,0,0,0
1654,56.9820962,8.943549,0,0,0
1655,56.98208723,8.943549,0,0,0
1656,56.98207825,8.943549,0,0,0
1657,56.98206928,8.943549,0,0,0
1658,56.9820603,8.943549,0,0,0
1659,56.98205132,8.943549,0,0,0
1660,56.98204235,8.943549,0,0,0
1661,56.98203337,8.943549,0,0,0
1662,56.9820244,8.943549,0,0,0
1663,56.98201542,8.943549,0,0,0
1664,56.98200645,8.943549,0,0,0
1665,56.98199747,8.943549,0,0,0
1666,56.98198849,8.943549,0,0,0
1667,56.98197952,8.943549,0,0,0
1668,56.98197054,8.943549,0,0,0
1669,56.98196157,8.943549,0,0,0
1670,56.98195259,8.943549,0,0,0
1671,56.98194362,8.943549,0,0,0
1672,56.98193464,8.943549,0,0,0
1673,56.98192566,8.943549,0,0,0
1674,56.98191669,8.943549,0,0,0
1675,56.98190771,8.943549,0,0,0
1676,56.98189874,8.943549,0,0,0
1677,56.98188976,8.943549,0,0,0
1678,56.98188079,8.943549,0,0,0
1679,56.98187181,8.943549,0,0,0
1680,56.98186283,8.943549,0,0,0
1681,56.98185386,8.943549,0,0,0
1682,56.98184488,8.943549,0,0,0
1683,56.98183591,8.943549,0,0,0
1684,56.98182693,8.943549,0,0,0
1685,56.98181796,8.943549,0,0,0
1686,56.98180898,8.943549,0,0,0
1687,56.9818,8.943549,0,0,0
1688,56.98179103,8.943549,0,0,0
1689,56.98178205,8.943549,0,0,0
1690,56.98177308,8.943549,0,0,0
1691,56.9817641,8.943549,0,0,0
1692,56.98175513,8.943549,0,0,0
1693,56.98174615,8.943549,0,0,0
1694,56.98173717,8.943549,0,0,0
1695,56.9817282,8.943549,0,0,0
1696,56.98171922,8.943549,0,0,0
1697,56.98171025,8.943549,0,0,0
1698,56.98170127,8.943549,0,0,0
1699,56.9816923,8.943549,0,0,0
1700,56.98168332,8.943549,0,0,0
1701,56.98167434,8.943549,0,0,0
1702,56.98166537,8.943549,0,0,0
1703,56.98165639,8.943549,0,0,0
1704,56.98164742,8.943549,0,0,0
1705,56.98163844,8.943549,0,0,0
1706,56.98162947,8.943549,0,0,0
1707,56.98162049,8.943549,0,0,0
1708,56.98161151,8.943549,0,0,0
1709,56.98160254,8.943549,0,0,0
1710,56.98159356,8.943549,0,0,0
1711,56.98158459,8.943549,0,0,0
1712,56.98157561,8.943549,0,0,0
1713,56.98156664,8.943549,0,0,0
1714,56.98155766,8.943549,0,0,0
1715,56.98154869,8.943549,0,0,0
1716,56.98153971,8.943549,0,0,0
1717,56.98153073,8.943549,0,0,0
1718,56.98152176,8.943549,0,0,0
1719,56.98151278,8.943549,0,0,0
1720,56.98150381,8.943549,0,0,0
1721,56.98149483,8.943549,0,0,0
1722,56.98148586,8.943549,0,0,0
1723,56.98147688,8.943549,0,0,0
1724,56.9814679,8.943549,0,0,0
1725,56.98145893,8.943549,0,0,0
1726,56.98144995,8.943549,0,0,0
1727,56.98144098,8.943549,0,0,0
1728,56.981432,8.943549,0,0,0
1729,56.98142303,8.943549,0,0,0
1730,56.98141405,8.943549,0,0,0
1731,56.98140507,8.943549,0,0,0
1732,56.9813961,8.943549,0,0,0
1733,56.98138712,8.943549,0,0,0
1734,56.98137815,8.943549,0,0,0
1735,56.98136917,8.943549,0,0,0
1736,56.9813602,8.943549,0,0,0
1737,56.98135122,8.943549,0,0,0
1738,56.98134224,8.943549,0,0,0
1739,56.98133327,8.943549,0,0,0
1740,56.98132429,8.943549,0,0,0
1741,56.98131532,8.943549,0,0,0
1742,56.98130634,8.943549,0,0,0
1743,56.98129737,8.943549,0,0,0
1744,56.98128839,8.943549,0,0,0
1745,56.98127941,8.943549,0,0,0
1746,56.98127044,8.943549,0,0,0
1747,56.98126146,8.943549,0,0,0
1748,56.98125249,8.943549,0,0,0
1749,56.98124351,8.943549,0,0,0
1750,56.98123454,8.943549,0,0,0
1751,56.98122556,8.943549,0,0,0
1752,56.98121658,8.943549,0,0,0
1753,56.98120761,8.943549,0,0,0
1754,56.98119863,8.943549,0,0,0
1755,56.98118966,8.943549,0,0,0
1756,56.98118068,8.943549,0,0,0
1757,56.98117171,8.943549,0,0,0
1758,56.98116273,8.943549,0,0,0
1759,56.98115375,8.943549,0,0,0
1760,56.98114478,8.943549,0,0,0
1761,56.9811358,8.943549,0,0,0
1762,56.98112683,8.943549,0,0,0
1763,56.98111785,8.943549,0,0,0
1764,56.98110888,8.943549,0,0,0
1765,56.9810999,8.943549,0,0,0
1766,56.98109092,8.943549,0,0,0
1767,56.98108195,8.943549,0,0,0
1768,56.98107297,8.943549,0,0,0
1769,56.981064,8.943549,0,0,0
1770,56.98105502,8.943549,0,0,0
1771,56.98104605,8.943549,0,0,0
1772,56.98103707,8.943549,0,0,0
1773,56.98102809,8.943549,0,0,0
1774,56.98101912,8.943549,0,0,0
1775,56.98101014,8.943549,0,0,0
1776,56.98100117,8.943549,0,0,0
1777,56.98099219,8.943549,0,0,0
1778,56.98098322,8.943549,0,0,0
1779,56.98097424,8.943549,0,0,0
1780,56.98096526,8.943549,0,0,0
1781,56.98095629,8.943549,0,0,0
1782,56.98094731,8.943549,0,0,0
1783,56.98093834,8.943549,0,0,0
1784,56.98092936,8.943549,0,0,0
1785,56.98092039,8.943549,0,0,0
1786,56.98091141,8.943549,0,0,0
1787,56.98090244,8.943549,0,0,0
1788,56.98089346,8.943549,0,0,0
1789,56.98088448,8.943549,0,0,0
1790,56.98087551,8.943549,0,0,0
1791,56.98086653,8.943549,0,0,0
1792,56.98085756,8.943549,0,0,0
1793,56.98084858,8.943549,0,0,0
1794,56.98083961,8.943549,0,0,0
1795,56.98083063,8.943549,0,0,0
1796,56.98082165,8.943549,0,0,0
1797,56.98081268,8.943549,0,0,0
1798,56.9808037,8.943549,0,0,0
1799,56.98079473,8.943549,0,0,0
1800,56.98078575,8.943549,0,0,0
1801,56.98077678,8.943549,0,0,0
1802,56.9807678,8.943549,0,0,0
1803,56.98075882,8.943549,0,0,0
1804,56.98074985,8.943549,0,0,0
1805,56.98074087,8.943549,0,0,0
1806,56.9807319,8.943549,0,0,0
1807,56.98072292,8.943549,0,0,0
1808,56.98071395,8.943549,0,0,0
1809,56.98070497,8.943549,0,0,0
1810,56.98069599,8.943549,0,0,0
1811,56.98068702,8.943549,0,0,0
1812,56.98067804,8.943549,0,0,0
1813,56.98066907,8.943549,0,0,0
1814,56.98066009,8.943549,0,0,0
1815,56.98065112,8.943549,0,0,0
1816,56.98064214,8.943549,0,0,0
1817,56.98063316,8.943549,0,0,0
1818,56.98062419,8.943549,0,0,0
1819,56.98061521,8.943549,0,0,0
1820,56.98060624,8.943549,0,0,0
1821,56.98059726,8.943549,0,0,0
1822,56.98058829,8.943549,0,0,0
1823,56.98057931,8.943549,0,0,0
1824,56.98057033,8.943549,0,0,0
1825,56.98056136,8.943549,0,0,0
1826,56.98055238,8.943549,0,0,0
1827,56.98054341,8.943549,0,0,0
1828,56.98053443,8.943549,0,0,0
1829,56.98052546,8.943549,0,0,0
1830,56.98051648,8.943549,0,0,0
1831,56.9805075,8.943549,0,0,0
1832,56.98049853,8.943549,0,0,0
1833,56.98048955,8.943549,0,0,0
1834,56.98048058,8.943549,0,0,0
1835,56.9804716,8.943549,0,0,0
1836,56.98046263,8.943549,0,0,0
1837,56.98045365,8.943549,0,0,0
1838,56.98044467,8.943549,0,0,0
1839,56.9804357,8.943549,0,0,0
1840,56.98042672,8.943549,0,0,0
1841,56.98041775,8.943549,0,0,0
1842,56.98040877,8.943549,0,0,0
1843,56.9803998,8.943549,0,0,0
1844,56.98039082,8.943549,0,0,0
1845,56.98038184,8.943549,0,0,0
1846,56.98037287,8.943549,0,0,0
1847,56.98036389,8.943549,0,0,0
1848,56.98035492,8.943549,0,0,0
1849,56.98034594,8.943549,0,0,0
1850,56.98033697,8.943549,0,0,0
1851,56.98032799,8.943549,0,0,0
1852,56.98031902,8.943549,0,0,0
1853,56.98031004,8.943549,0,0,0
1854,56.98030106,8.943549,0,0,0
1855,56.98029209,8.943549,0,0,0
1856,56.98028311,8.943549,0,0,0
1857,56.98027414,8.943549,0,0,0
1858,56.98026516,8.943549,0,0,0
1859,56.98025619,8.943549,0,0,0
1860,56.98024721,8.943549,0,0,0
1861,56.98023823,8.943549,0,0,0
1862,56.98022926,8.943549,0,0,0
1863,56.98022028,8.943549,0,0,0
1864,56.98021131,8.943549,0,0,0
1865,56.98020233,8.943549,0,0,0
1866,56.98019336,8.943549,0,0,0
1867,56.98018438,8.943549,0,0,0
1868,56.9801754,8.943549,0,0,0
1869,56.98016643,8.943549,0,0,0
1870,56.98015745,8.943549,0,0,0
1871,56.98014848,8.943549,0,0,0
1872,56.9801395,8.943549,0,0,0
1873,56.98013053,8.943549,0,0,0
1874,56.98012155,8.943549,0,0,0
1875,56.98011257,8.943549,0,0,0
1876,56.9801036,8.943549,0,0,0
1877,56.98009462,8.943549,0,0,0
1878,56.98008565,8.943549,0,0,0
1879,56.98007667,8.943549,0,0,0
1880,56.9800677,8.943549,0,0,0
1881,56.98005872,8.943549,0,0,0
1882,56.98004974,8.943549,0,0,0
1883,56.98004077,8.943549,0,0,0
1884,56.98003179,8.943549,0,0,0
1885,56.98002282,8.943549,0,0,0
1886,56.98001384,8.943549,0,0,0
1887,56.98000487,8.943549,0,0,0
1888,56.97999589,8.943549,0,0,0
1889,56.97998691,8.943549,0,0,0
1890,56.97997794,8.943549,0,0,0
1891,56.97996896,8.943549,0,0,0
1892,56.97995999,8.943549,0,0,0
1893,56.97995101,8.943549,0,0,0
1894,56.97994204,8.943549,0,0,0
1895,56.97993306,8.943549,0,0,0
